NODE min_life

4484.000000 1313.000000
4485.000000 1268.000000
4500.000000 572.000000
4502.000000 574.000000
4511.000000 652.000000
4512.000000 671.000000
4513.000000 680.000000
4515.000000 709.000000
4516.000000 730.000000
4518.000000 784.000000
4519.000000 824.000000
4520.000000 905.000000
4521.000000 939.000000
4634.000000 518.000000
4635.000000 521.000000
4636.000000 533.000000
4637.000000 516.000000
4638.000000 506.000000
4639.000000 522.000000
4640.000000 563.000000
4641.000000 529.000000
4642.000000 573.000000
4643.000000 584.000000
4644.000000 571.000000
4645.000000 579.000000
4646.000000 609.000000
4648.000000 656.000000
4661.000000 1397.000000
4662.000000 1369.000000
4759.000000 790.000000
4760.000000 730.000000
4763.000000 654.000000
4764.000000 619.000000
4768.000000 574.000000
4769.000000 577.000000
4770.000000 563.000000
4771.000000 574.000000
4772.000000 555.000000
4773.000000 581.000000
4774.000000 603.000000
4776.000000 613.000000
4882.000000 1828.000000
4884.000000 1557.000000
4885.000000 1683.000000
4886.000000 1443.000000
4887.000000 1357.000000
4888.000000 1281.000000
4889.000000 1222.000000
4890.000000 1207.000000
4891.000000 1147.000000
4892.000000 1063.000000
4893.000000 1026.000000
4915.000000 1360.000000
7549.000000 1529.000000
7551.000000 1145.000000
7553.000000 1335.000000
7554.000000 1029.000000
7559.000000 888.000000
7561.000000 797.000000
7562.000000 606.000000
7563.000000 850.000000
7564.000000 692.000000
7565.000000 625.000000
7567.000000 745.000000
7584.000000 899.000000
7585.000000 1005.000000
7586.000000 962.000000
7587.000000 1042.000000
7588.000000 1151.000000
7589.000000 1181.000000
7590.000000 1312.000000
7668.000000 2051.000000
8913.000000 1948.000000
8917.000000 1824.000000
8918.000000 1840.000000
8921.000000 1970.000000
