NODE min_life

2.000000 1000000000.000000
5780.000000 1085.000000
5781.000000 1115.000000
5786.000000 630.000000
5788.000000 622.000000
5790.000000 620.000000
5791.000000 606.000000
5793.000000 604.000000
5794.000000 613.000000
5795.000000 616.000000
5796.000000 559.000000
5797.000000 595.000000
5798.000000 573.000000
5799.000000 593.000000
5800.000000 546.000000
5803.000000 616.000000
5813.000000 1329.000000
6001.000000 1434.000000
6002.000000 976.000000
6524.000000 1096.000000
6559.000000 1384.000000
6569.000000 1474.000000
6589.000000 1333.000000
6594.000000 1301.000000
6645.000000 2013.000000
6649.000000 742.000000
6655.000000 1954.000000
6660.000000 2118.000000
6665.000000 2216.000000
6670.000000 2530.000000
6723.000000 656.000000
6728.000000 725.000000
6733.000000 709.000000
6738.000000 775.000000
6748.000000 817.000000
6749.000000 1943.000000
6753.000000 751.000000
6758.000000 787.000000
6759.000000 2432.000000
6768.000000 748.000000
6778.000000 817.000000
6889.000000 2817.000000
6989.000000 969.000000
6990.000000 1000000000.000000
6991.000000 1000000000.000000
6992.000000 943.000000
7000.000000 2420.000000
7001.000000 2358.000000
9448.000000 2209.000000
9449.000000 2372.000000
9510.000000 2049.000000
9511.000000 2096.000000
9512.000000 2069.000000
9513.000000 1953.000000
9514.000000 1872.000000
9515.000000 1801.000000
9570.000000 2232.000000
9571.000000 2214.000000
9572.000000 2032.000000
9573.000000 1950.000000
9574.000000 1857.000000
9575.000000 1888.000000
9631.000000 2225.000000
9632.000000 2123.000000
9633.000000 2058.000000
9634.000000 1981.000000
9635.000000 1913.000000
9692.000000 2253.000000
9693.000000 2201.000000
9694.000000 2047.000000
9695.000000 1985.000000
9696.000000 1928.000000
9755.000000 2230.000000
9756.000000 2157.000000
9817.000000 2208.000000
